Slot,,IDs,resources.dcb (File Name),Clean Name,Type
063B,,7FB3A5A9283AE702,Perk_Talisman_WeaponSpecials_Runic_NGP,Talisman of Unbound Potential +,Talisman
0644,,84E92975FF73206B,KratosArmorTrinket_Gauntlet_NGP,Shattered Gauntlet of Ages +,Talisman
063A,,84FB867D6FA66797,KratosArmorTrinket_RageMode_Reinforce2_NGP,Talisman of Eternal Fury + Lvl3,Talisman
0641,,870C3AEC9AB51BEF,Perk_Talisman_Niflheim_NGP,Hvergelmir Stone +,Talisman
02CE,,8DF283CF1FD6AADD,KratosArmorTrinket_RageMode_Reinforce2,Talisman of Eternal Fury Lvl3,Talisman
02BE,,8EAE8754002F2E2A,Perk_Kill_Freeze_HealthDrain,Memento of the Stolen Soul,Talisman
063C,,8EE589A237AA26DF,Perk_Talisman_WeaponSpecials_Runic_Reinforce1_NGP,Talisman of Unbound Potential + Lvl2,Talisman
02F4,,8FB6A50C43341D4C,KratosArmorTrinket_Gauntlet,Shattered Gauntlet of Ages,Talisman
0621,,933A6B47A628A38C,KratosArmorTrinket_HealthBurst_NGP,Talisman of Concentrated Vitality +,Talisman
02C0,,9A13F69865025905,Perk_Kill_Any_RunicBuff,Slayer's Runic,Talisman
02D2,,AA989758EA18036C,Perk_Talisman_WeaponSpecials_Runic,Talisman of Unbound Potential,Talisman
064E,,AE6A5A5EA8E0B5C9,KratosArmorTrinket_FrostActivation_Reinforce1_NGP,The Charm of Infinite Storms + Lvl2,Talisman
02E8,,AFE1B49AEDCBD297,Perk_Utility_Focus_Mode_Reinforce2,Talisman of Betrayal Lvl3,Talisman
02EB,,B8522B290554A5E6,Perk_Talisman_Muspelheim,Sinmara's Cinder,Talisman
02EA,,B90390F1A2A87407,Perk_Quest_TyrTalisman,Tyr's Talisman,Talisman
00A4,,B99A0B02F76B5ECB,ShipHead,Talisman of Unbound Potential,Talisman
02CD,,BCFE83CF1FD6AADD,KratosArmorTrinket_RageMode_Reinforce1,Talisman of Eternal Fury Lvl2,Talisman
02BB,,C12D30B0FC185861,Perk_Defense_OnTakeDamage_DefenseBuff,Berserker's Defense,Talisman
02F1,,C1D6792D5FA93FA9,KratosArmorTrinket_EmpoweringRift,Aegir's Protection,Talisman
02C3,,D53D7A3FA55E1570,Perk_Kill_Any_HealthDrain,Killer's Restoration,Talisman
02D5,,D6550F9962A4F773,Perk_Talisman_WeaponSpecials_Runic_Reinforce3,Talisman of Unbound Potential Lvl4,Talisman
02E7,,DCFDB49AEDCBD297,Perk_Utility_Focus_Mode_Reinforce1,Talisman of Betrayal Lvl2,Talisman
02D4,,E1590F9962A4F773,Perk_Talisman_WeaponSpecials_Runic_Reinforce2,Talisman of Unbound Potential Lvl3,Talisman
02B0,,E312F8DA41CD9972,Perk_Defense_OnBlock_Cooldown,Defender's Cooldown,Talisman
064B,,E401870A614956ED,KratosArmorTrinket_CurseActivation_Reinforce1_NGP,Talisman of Cursed Power + Lvl2,Talisman
0647,,E53F4D938450C67B,KratosArmorTrinket_Valkyrie_NGP,Talisman of the Realms +,Talisman
02D3,,F05D0F9962A4F773,Perk_Talisman_WeaponSpecials_Runic_Reinforce1,Talisman of Unbound Potential Lvl2,Talisman
0635,,F071B3ED6F7C3571,KratosArmorTrinket_EmpoweringRift_NGP,Aegiers Protection +,Talisman
064C,,F823540335570EED,KratosArmorTrinket_CurseActivation_Reinforce2_NGP,Talisman of Cursed Power + Lvl3,Talisman
05DF,,0955C45DFB340D68,KratosArmorLegs_MspSpeedSet_Tier06_Reinforce2_NGP,Blazing Magma War Belt + Lvl3,Waist Armor
05BB,,09F7B5C3C704D4E6,KratosArmorLegs_HuldraBrokSet_Tier06_Reinforce2_NGP,Brok's Royal Dwarven Waist Guard + Lvl3,Waist Armor
0608,,112223BC9F1A3F0C,KratosArmorLegs_Bonus01,Cod of War Underbelly-Guard,Waist Armor
05EB,,1162EA4E003416D5,KratosArmorLegs_NifTankSet_Tier06_NGP,Ivaldi's War Belt of Endless Mist +,Waist Armor
0611,,222E23BC9F1A3F0C,KratosArmorLegs_Bonus02,War Belt of Zeus,Waist Armor
05B5,,23FD2756D556F8E3,KratosArmorLegs_HuldraBrokSet_Tier06_NGP,Brok's Royal Dwarven Waist Guard +,Waist Armor
061A,,332A23BC9F1A3F0C,KratosArmorLegs_Bonus03,War Belt of Ares,Waist Armor
05B8,,3860F18E0BB0F1E6,KratosArmorLegs_HuldraBrokSet_Tier06_Reinforce1_NGP,Brok's Royal Dwarven Waist Guard + Lvl2,Waist Armor
05A3,,41C7CD68A1D0CAC1,KratosArmorLegs_TravelerSet_Tier06_NGP,War Belt of the Traveler +,Waist Armor
05E2,,56F2232DCE4D0786,KratosArmorLegs_MspDamageSet_Tier06_NGP,Smoldering Brimstone Battle Belt +,Waist Armor
05D0,,5A512A4F0C0C9CBD,KratosArmorLegs_MspTankSet_Tier06_NGP,War Belt of Fallen Ash +,Waist Armor
0610,,6AD139EBB39080CB,KratosArmorWrist_Bonus02,Gauntlets of Zeus,Waist Armor
05DC,,7CB7B8053A7D4868,KratosArmorLegs_MspSpeedSet_Tier06_Reinforce1_NGP,Blazing Magma War Belt + Lvl2,Waist Armor
05A6,,7E310F93BDFA33D8,KratosArmorLegs_TravelerSet_Tier06_Reinforce1_NGP,War Belt of the Traveler + Lvl2,Waist Armor
05A9,,82CD8A2EF1DC1DDB,KratosArmorLegs_TravelerSet_Tier06_Reinforce2_NGP,War Belt of the Traveler + Lvl3,Waist Armor
05FD,,8DD97E40D3B6EAB5,KratosArmorLegs_NifDamageSet_Tier06_NGP,Ivaldi's Belt of Deadly Mist,Waist Armor
05D9,,C013B73E9C655971,KratosArmorLegs_MspSpeedSet_Tier06_NGP,Blazing Magma War Belt +,Waist Armor
05F4,,C33C1B5FDA5131B3,KratosArmorLegs_NifSpeedSet_Tier06_NGP,Ivaldi's War Belt of Cursed Mist +,Waist Armor
05C6,,0C80E56D2C8192AA,KratosArmorWrist_ValkyrieSet_Tier06_NGP,Gauntlets of the Valkyrie +,Wrist Armor
059D,,1945D3F429CFBAF9,KratosArmorLegs_TyrSet_Tier06_Reinforce1_NGP,Tyr's Lost Unity Belt + lvl2,Wrist Armor
0619,,19CD39EBB39080CB,KratosArmorWrist_Bonus03,Gauntlets of Ares,Wrist Armor
0599,,223F019E1CC9E6F8,KratosArmorWrist_TyrSet_Tier06_NGP,Týr's Lost Unity Gauntlets +,Wrist Armor
05BD,,36E9E763AF13FC6A,KratosArmorWrist_HuldraSindriSet_Tier06_NGP,Sindri's Royal Dwarven Gauntlets +,Wrist Armor
05E7,,5457ADC826C74820,KratosArmorWrist_MspDamageSet_Tier06_Reinforce2_NGP,Smoldering Brimstone Gauntlets + Lvl3,Wrist Armor
05A2,,59492BB54675754B,KratosArmorWrist_TravelerSet_Tier06_NGP,Gauntlets of the Traveler +,Wrist Armor
05A0,,744BD8DBE441A1F9,KratosArmorLegs_TyrSet_Tier06_Reinforce2_NGP,Tyr's Lost Unity Belt + Lvl3,Wrist Armor
05EA,,7C55C3512E9C6215,KratosArmorWrist_NifTankSet_Tier06_NGP,Ivaldi's Gauntlets of Endless Mist +,Wrist Armor
05AC,,AAB738FBB6B10E65,KratosArmorLegs_ElementalSet_Tier06_NGP,Belt of the Ancients +,Wrist Armor
05CF,,BAA08F3B4B14F1EC,KratosArmorWrist_MspTankSet_Tier06_NGP,Gauntlets of Fallen Ash +,Wrist Armor
059A,,C0F8B723A5AC8F49,KratosArmorLegs_TyrSet_Tier06_NGP,Tyr's Lost Unity Belt +,Wrist Armor
05E4,,C1FDA6CCD0F54420,KratosArmorWrist_MspDamageSet_Tier06_Reinforce1_NGP,Smoldering Brimstone Gauntlets + Lvl2,Wrist Armor
05E1,,D1AF59C419586978,KratosArmorWrist_MspDamageSet_Tier06_NGP,Smoldering Brimstone Gauntlets +,Wrist Armor
05AB,,E06A2253D1598514,KratosArmorWrist_ElementalSet_Tier06_NGP,Gauntlet of the Ancients +,Wrist Armor
05FC,,E0D75157BF5CDFE6,KratosArmorWrist_NifDamageSet_Tier06_NGP,Ivaldi's Gauntlets of Deadly Mist +,Wrist Armor
05D8,,E39F3DE7E2774709,KratosArmorWrist_MspSpeedSet_Tier06_NGP,Blazing Magma Wrappings +,Wrist Armor
05B1,,F43857D7FFE6D77C,KratosArmorWrist_ElementalSet_Tier06_Reinforce2_NGP,Gauntlet of the Ancients + Lvl3,Wrist Armor
038C,,001BC26913AD0E11,RuneCreator_Unique_Jotunnheim,,
0444,,00645307046B9D1B,Tryptich_Hrungnir,,
01E6,,01075A903169833A,KratosArmorWrist_TankSet_Tier04_Reinforce1,,
0313,,011C26361D05E0C5,Perk_Weapon_Muspelheim_Reinforce1,,
0441,,01203C1867679A33,Bow_Skill_Deftness_Tier01,,
0322,,0155B979542522FA,WeaponComponent_NifleheimSpecial02_Reinforce1,,
02BD,,0190E133DBB22A92,Perk_Flat_Resist_DarkOne,,
017F,,01C585B724DE4ECF,KratosShield_03,,
0133,,024373073A80CFB5,ResurrectionStoneFlag,,
0500,,02574841E6994B6C,Bestiary_Unlock_DarkOne_Summoner,,
00D1,,02995D3E155A6D80,DisplayNorseMaskGroot,,
0568,,02BEA503DD3FDDC1,Bestiary_Unlock_Magni,,
01DE,,02C6B728B20BAABF,KratosArmorLegs_DamageSet_Tier03_Reinforce1,Metal-Plated Waist Guard Lv2,
04B3,,02DEA2EBE73CA0EA,DodgeRoll_Tutorial,,
05C8,,034E0E56E98107CA,KratosArmorChest_ValkyrieSet_Tier06_Reinforce1_NGP,,
0357,,03683B87DA0C59C4,WeaponComponent_Blades_OnDamage_ProcFire_Reinforce2,,
01B1,,03B69E7F892E080F,KratosArmorLegs_TankSet_Tier02_Reinforce1,Viken Waist Guard Lv2,
028C,,03F10995E01F2DB0,KratosArmorLegs_NifDamageSet_Tier06_Reinforce2,,
0540,,03F91ED6F3C55151,Bestiary_Unlock_FreyaBrood,,
0031,,04051430A99EDA6B,EnhancedTravelerLoot_Tracker6,,
0503,,04A68949E39E0C3A,Bestiary_Unlock_DarkOne_Base_Tip_01,,
0118,,04F506B8591A794C,NiflheimCipherComplete,,
04E5,,05108384E2283557,Bestiary_Unlock_Seidr_Traveler_Champion_Tip_02,,
04BD,,05557342636A4207,WeaponSpecials_Tutorial,,
01E8,,05558D3ED9723F16,KratosArmorChest_TankSet_Tier04_Reinforce2,,
058C,,059F3EB0001F2E88,RIVER_VALKYRIE_RUNE,,
0603,,05BCC100275DD20C,KratosArmorLegs_NifDamageSet_Tier06_Reinforce2_NGP,,
0358,,05C0C9F6A096C4B9,WeaponComponent_Blades_OnDamage_ProcBomb,,
04B8,,05D9937F9813DCFA,BreakBlock_Tutorial,,
02B1,,06674D80145D525D,Perk_Defense_OnBlock_Rage,,
03B1,,06A42A4FF675BB2B,RuneCreator_Unique_BladeWeaponSpecial04,,
02DA,,06B5E254F92DA74C,KratosArmorTrinket_Parry,,
04F3,,06DE4F101DB710D1,Bestiary_Unlock_Draugr_Shield_Tip_02,,
056A,,06EF36E12C9B9D92,Bestiary_Unlock_Otr,,
0360,,0782E420B4630E4F,WeaponComponent_Blades_OnKill_OffenseBuff_Reinforce2,,
00F7,,078C72ADA5FEBC4E,DisplayCupHandle,,
01DA,,07A9B048DC097627,KratosArmorWrist_DamageSet_Tier03,Metal-Plated Bracers,
0525,,07B90D6E0A850E25,Bestiary_Unlock_Revenant_Poison,,
016A,,07C3A26391E1E762,PeaksPassMarker,,
0656,,07DE698EB81F9FF0,Perk_Offense_OnMeleeDamage_ProcLightning_Reinforce2_NGP,,
04B2,,07E8E68668793931,Arrows_Tutorial,,
017A,,07EC2B7F6E4CB9CD,KratosArmorWrist_PreOrder_Tier01,,
0207,,082DA4DF8332E65F,KratosArmorWrist_SpeedSet_Tier05_Reinforce1,,
0400,,08421C392BBFA692,Axe_RageMode_Upgrade_L2,,
037D,,088A3223FC045E9F,Perk_Flat_OnKill_Rage_Reinforce1,,
0547,,0894708731669A7E,Bestiary_Unlock_Wolf_Feral_Tip_01,,
0254,,08B7FB5E61F4F329,KratosArmorChest_ValkyrieSet_Tier06_Reinforce2,,
04DC,,08C240798ED3190F,Bestiary_Unlock_Seidr_Bandit_Tip_01,,
0100,,09087D2733B79A2D,HornHandle,,
044E,,09280E028E894AAD,Tryptich_Groa,,
0381,,096C74971C0C5EA6,Perk_Offense_AxeHeavyHold_RunicBuff_Reinforce2,,
02D9,,09C69151744FEB59,KratosArmorTrinket_HealthBurst_Reinforce3,,
051C,,0A2F16F93A5CB6F8,Bestiary_Unlock_Nightmare_Blind_Tip_01,,
0688,,0A3A94342646B8B8,RuneCreator_Unique_Protection_NGP,,
056C,,0A7CFA99956B2847,Bestiary_Unlock_Fafnir,,
0097,,0AE62C2440540261,NiflheimArmorQuestStarted,,
0111,,0AF158E29620C383,DisplayBroochNeedle,,
0642,,0B050822F318A77C,Perk_Talisman_Niflheim_Reinforce1_NGP,,
02AC,,0B54FC6EE0A0EF81,ReinforcementBlades_Tier02,,
0079,,0BA22E3FCAF55223,AsgardianSteel_Tracker4,,
03C2,,0BCC5FC24775FECD,RuneCreator_Tier06_Legendary_Condition,,
00B7,,0BD3C4A0FFEE9339,DisplayLostToyBoat,,
04C7,,0C28F8059A63685B,Bestiary_Unlock_Hel_Brawler,,
01F7,,0C6EE75718B3EA09,KratosArmorChest_DamageSet_Tier04_Reinforce1,,
0600,,0CA259DA1DDEE80C,KratosArmorLegs_NifDamageSet_Tier06_Reinforce1_NGP,,
0617,,0CA6088AFB44C001,KratosArmorLegs_Bonus02_Reinforce2,,
0492,,0CE9FA49ED7D053A,UB03_Hilt_Lore,,
0032,,0CFF1530A99EDA6B,EnhancedTravelerLoot_Tracker7,,
0514,,0D0CCA06EEDED4C3,Bestiary_Unlock_Nightmare_Possess_Tip_02,,
025D,,0D258C4F7F2AD532,KratosArmorChest_MspTankSet_Tier06_Reinforce2,,
01EE,,0D7FEA57219752F7,KratosArmorChest_SpeedSet_Tier04_Reinforce1,,
00B3,,0D943A521FD6DA90,LostToyHorse,,
0383,,0DFCD1BAD41D9C2E,Perk_Offense_AxeHeavyHold_OffenseBuff_Reinforce1,,
04C2,,0E32ADB5FFFFE68B,Bestiary_Unlock_Hel_Walker_Reveal,,
03C4,,0E4B66A39FBC25DD,RuneCreator_Tier07_Epic_Condition,,
0323,,0E59B979542522FA,WeaponComponent_NifleheimSpecial02_Reinforce2,,
055A,,0EADF28A635B7662,Bestiary_Unlock_Ancient_SoulEater,,
00B0,,0EF526992307D421,LostToySpearGuy,,
0541,,0FCEA56D374447C4,Bestiary_Unlock_Projection_Brood_Tip_01,,
0377,,0FD5A13077ED20B3,Perk_Throw_OnHeadshot_Runic_Reinforce1,,
061C,,0FD6ED8826B7B7CF,KratosArmorWrist_Bonus03_Reinforce1,,
0498,,0FD8651D4B7B921C,JotunheimScroll_Lore,,
0472,,101E73B627DFE8D2,CAL_500_Lore_01,,
04B5,,105E078BDD30AE01,RageMode_Tutorial,,
054E,,106DEAAADF0CB4AB,Bestiary_Unlock_Wulver_Speed_Tip_02,,
05B7,,107775B3EE700F1F,KratosArmorWrist_HuldraBrokSet_Tier06_Reinforce1_NGP,,
0158,,10D1EF1A17D3B375,SonKnifeUnlock,,
0289,,10F50995E01F2DB0,KratosArmorLegs_NifDamageSet_Tier06_Reinforce1,,
035B,,10F9958822557C25,WeaponComponent_Blades_OnLaunch_OffenseBuff,,
0506,,10FD83601101EFDC,Bestiary_Unlock_DarkOne_Warrior_Tip_02,,
0524,,1106CFE67F4C1882,Bestiary_Unlock_Ogre_Charger_Tip_02,,
0105,,111C60DBA928E33E,DisplayHornHorse,,
054F,,1177E85BD4BCADFF,Bestiary_Unlock_Wulver_Power_Tip_01,,
01E1,,11C2B728B20BAABF,KratosArmorLegs_DamageSet_Tier03_Reinforce2,Metal-Plated Waist Guard Lv3,
0667,,11FCB18407DFB384,WeaponComponent_NifleheimSpecial02_Reinforce1_NGP,,
00CE,,120D1730FE4ACD38,DisplayNorseMaskNoBeard,,
00A2,,122D53626A9BE338,Brooch,,
02E2,,1265E2B3E66AD3BB,Perk_Defense_OnBlock_ActiveAbsorb,,
057C,,126E09539F237D49,EPIC_RUNE_LOW_HEALTH,,
049B,,128588643CC14080,ShipwreckIsland_Lore,,
021B,,12D59E30CAE5761D,KratosArmorChest_DamageSet_Tier06,Mythic Pauldron on Arcane Might,
0279,,13105F6E667F2326,KratosArmorWrist_NifTankSet_Tier06_Reinforce2,,
0239,,1330C4B2E875E0AA,KratosArmorChest_TravelerSet_Tier06_Reinforce2,,
04D8,,136FCE4A032C58A3,Bestiary_Unlock_Hel_Brawler_Tip_01,,
01E7,,1399E9D21C188A5F,KratosArmorLegs_TankSet_Tier04_Reinforce1,,
052F,,13F32B25B2750F2B,Bestiary_Unlock_Tatzelwurm_Stinger,,
029E,,13F51822B665B22D,SonArmorDLC01,,
0376,,1406EFCAAC6C8585,Perk_Throw_OnHeadshot_Runic,,
0554,,141A0287561CE676,Bestiary_Unlock_Gondul,,
035C,,14391E4CC68F3082,WeaponComponent_Blades_OnLaunch_OffenseBuff_Reinforce1,,
0356,,146C3B87DA0C59C4,WeaponComponent_Blades_OnDamage_ProcFire_Reinforce1,,
0030,,15011430A99EDA6B,EnhancedTravelerLoot_Tracker5,,
03F1,,152FB3836A1BEDBE,Axe_Tier01_ParryAttack_Heavy,,
0418,,153A7C8217622A4C,Blades_Tier01_Bare_Node01_SubNode01,,
01C6,,155E83E32A04579B,KratosArmorLegs_DamageSet_Tier02_Reinforce2,Wolfskin Waist Guard Lv3,
05D2,,15853D7D8A9EFF5F,KratosArmorWrist_MspTankSet_Tier06_Reinforce1_NGP,,
0504,,15A28949E39E0C3A,Bestiary_Unlock_DarkOne_Base_Tip_02,,
0562,,15F546F29C5B2E09,Bestiary_Unlock_Brok,,
05A4,,16141DF1F508AB05,KratosArmorChest_TravelerSet_Tier06_Reinforce1_NGP,,
04E4,,16148384E2283557,Bestiary_Unlock_Seidr_Traveler_Champion_Tip_01,,
035F,,1686E420B4630E4F,WeaponComponent_Blades_OnKill_OffenseBuff_Reinforce1,,
01F5,,16ADB048DC097627,KratosArmorWrist_DamageSet_Tier04,Dwarven Runic Gauntlets,
0006,,16C2167F0D7E56B1,SonQuiver,,
0417,,1715D95388FBFADC,Blades_Tier01_Toss_Light_Upgrade,,
04A8,,1736B66493F9EC46,InnerLight_Lore,,
03B0,,17A02A4FF675BB2B,RuneCreator_Unique_BladeWeaponSpecial03,,
04F2,,17DA4F101DB710D1,Bestiary_Unlock_Draugr_Shield_Tip_01,,
051A,,17DB5FF211F17A9C,Bestiary_Unlock_Nightmare_Ice_Tip_01,,
00CB,,17FA1AE08D8EEF37,DisplayNorseMaskReptile,,
03A1,,181F9103281852F6,RuneCreator_Tier03_Common_One_Stat,,
019A,,18287F5181DE8A03,KratosArmorChest_SpeedSet_Tier01_Reinforce,,
001C,,188CEF8BFE1E82F5,EnhancedGolemLoot_Tracker1,,
007A,,18A62E3FCAF55223,AsgardianSteel_Tracker5,,
049E,,18C737B6DD09537B,WhatOdinWants1_Lore,,
03C8,,18CC5ACF13806F4C,FrostSpecialAxeSweep,,
0291,,19525D6AA1DB012C,SonArmorSpeed01,Basic Sharpshooter Guard,
0003,,19682628084AEA38,Blades,UnlockBladeSlot,
05A5,,1977B4C4B2E0E102,KratosArmorWrist_TravelerSet_Tier06_Reinforce1_NGP,,
032A,,1996EF47AB4F57AE,WeaponComponent_Axe_Valkyrie01_Reinforce1,,
04CA,,19E2B9CA46849ABB,Bestiary_Unlock_Seidr_Fanatic,,
050E,,19F1981DEE2780F3,Bestiary_Unlock_Nightmare_Suicide,,
02AD,,1A50FC6EE0A0EF81,ReinforcementBlades_Tier03,,
0334,,1A6C284433D49CC8,WeaponComponent_Blades_Muspelheim01,,
026B,,1A76CC0EADAE855E,KratosArmorLegs_MspDamageSet_Tier06,Smoldering BHrimstone Battle Belt,
0460,,1AD2FEF7A88F9FB5,PP_720_Lore_01,,
0259,,1ADF32BFB6731B33,KratosArmorLegs_MspTankSet_Tier06,War Belt of Fallen Ash,
0157,,1AEEE86352596537,MaxRageUpgrade,Maximum Rage Increased,
04F7,,1AF0F8EC27F44BAE,Bestiary_Unlock_Draugr_Arm_Tip_02,,
0671,,1B0AE18B6C2C3AED,WeaponComponent_Axe_Valkyrie02_Reinforce2_NGP,,
051D,,1B2B16F93A5CB6F8,Bestiary_Unlock_Nightmare_Blind_Tip_02,,
0258,,1B5B958AEAA1D828,KratosArmorWrist_MspTankSet_Tier06,Gauntles of Fallen Ash,
00F4,,1B8D82FB1A5DEEEC,CupPintGlass,,
0558,,1B93844C1B6B2E09,Bestiary_Unlock_Rota,,
02DB,,1B97BFC1D3706C82,KratosArmorTrinket_Parry_Reinforce1,,
04D1,,1BA21ADB0919A58A,Bestiary_Unlock_Hel_Walker_Shield_Tip_02,,
05FF,,1BBD1F073D69741A,KratosArmorWrist_NifDamageSet_Tier06_Reinforce1_NGP,,
05D5,,1BE7CE1E0E85215F,KratosArmorWrist_MspTankSet_Tier06_Reinforce2_NGP,,
0513,,1C08CA06EEDED4C3,Bestiary_Unlock_Nightmare_Possess_Tip_01,,
017B,,1C153C3D1123C35A,KratosArmorLegs_PreOrder_Tier01,,
0378,,1CD1A13077ED20B3,Perk_Throw_OnHeadshot_Runic_Reinforce2,,
0384,,1CF8D1BAD41D9C2E,Perk_Offense_AxeHeavyHold_OffenseBuff_Reinforce2,,
03A2,,1D96267C24346CDC,RuneCreator_Tier04_Common_One_Stat,,
0650,,1DA47D06AF9111E1,WeaponComponent_Axe_AllStats_NGP,,
0484,,1DAF0C91E6134F0E,CAL_100_Lore_01,,
059E,,1DDED9F3EEF4A90C,KratosArmorChest_TyrSet_Tier06_Reinforce2_NGP,,
004D,,1DE71AA32D0C79F7,MuspRecipeTracker,,
0033,,1DFB1530A99EDA6B,EnhancedTravelerLoot_Tracker8,,
025A,,1E218C4F7F2AD532,KratosArmorChest_MspTankSet_Tier06_Reinforce1,,
029D,,1E583D180E1D3836,SonArmorBonus04,Tunic of the Champion,
030C,,1E68EE4A9FAD85A5,WeaponComponent_Axe_AllStats_Reinforce2,,
01F1,,1E7BEA57219752F7,KratosArmorChest_SpeedSet_Tier04_Reinforce2,,
013E,,1E8C505D355468DE,LostItemTutorial,,
0180,,1EC185B724DE4ECF,KratosShield_04,,
0226,,1ED0154D4647B5FC,KratosArmorLegs_TyrSet_Tier06_Reinforce1,,
017C,,1F0B470B60D483EF,KratosArmorTrinket_PreOrder,,
00F9,,1F1C970E7170BC68,DisplayCupGoblet,,
00BF,,1F3929D78712B4E6,NorseMaskReptile,,
0234,,1F3DC5026C9822A1,KratosArmorWrist_TravelerSet_Tier06,Gauntlets of the Traveler,
01AC,,1F5CE21201646AAF,KratosArmorChest_TankSet_Tier02,Viken Tunic,
0098,,1F983C124694F828,NiflheimArmorAcquired,,
00FC,,1FBB54A7CA5A8049,HornUShape,,
01C0,,1FC293CAFBFF3A1D,KratosArmorLegs_DamageSet_Tier02,Wolfskin Waist Guard,
0246,,1FE3CD5045FE6DAE,KratosArmorWrist_HuldraSindriSet_Tier06,Sindri’s Royal Dwarven Gauntlets,
04A6,,1FEF50DACF0B75CF,BladeDeflection_Lore,,
029B,,20503D180E1D3836,SonArmorBonus02,Vestment of the Hunter,
02A5,,2052FE9BAE78CFD7,ReinforcementQuiver_Tier03,,
00BB,,207974F091EE2CDA,NorseMaskCurlyBeard,,
0550,,207BE85BD4BCADFF,Bestiary_Unlock_Wulver_Power_Tip_02,,
0152,,2085C71C79E4ED7E,MaxHealthUpgradeDisplay_Menu,Maximum Rage Increased,
03AF,,20AC2A4FF675BB2B,RuneCreator_Unique_BladeWeaponSpecial02,,
051B,,20D75FF211F17A9C,Bestiary_Unlock_Nightmare_Ice_Tip_02,,
0620,,20E5E22CEFDF65C0,KratosArmorLegs_Bonus03_Reinforce2,,
0023,,20F0B9DBD9F07B2F,TravelerLoot_Tracker2,,
0401,,210D9E31404A6715,Axe_Tier01_Throw_CriticalThrowUpgrade,,
04B7,,2173FAE97D93962A,AxeRecall_Tutorial,,
020A,,21A1B048DC097627,KratosArmorWrist_DamageSet_Tier05,Gauntlets of the True Warrior,
0080,,21A2416B119A17E2,PerfectAsgardianSteel_Tracker1,,
00DD,,21A68F91C16A0EB3,DisplayShipHook,,
03F7,,21B00ABA638C02D1,Axe_Tier01_Momentum_Unlock_01,,
02A7,,21C41B327975AF5E,ReinforcementAxe_Tier02,,
00A6,,21E89C16C9C1FD26,DisplayNorseMask,,
034E,,222B1E3C84C373B2,WeaponComponent_Blades_OnHeadshot_OffenseBuff_Reinforce2,,
0236,,223CC4B2E875E0AA,KratosArmorChest_TravelerSet_Tier06_Reinforce1,,
04E3,,22E612BE0A61C4B7,Bestiary_Unlock_Seidr_Traveler_Tip_02,,
04DF,,22F2E2A9DFF6F7FD,Bestiary_Unlock_Seidr_Fanatic_Tip_02,,
040E,,22F6E4990D200795,Axe_Tier02_Melee_Node01_SubNode01,,
0364,,230FC508C0280379,Perk_Throw_OnHeadshot_HealthDrain,,
037B,,23339831F3CBEEE1,Perk_Flat_OnKill_HealthDrain_Reinforce2,,
054D,,2361EAAADF0CB4AB,Bestiary_Unlock_Wulver_Speed_Tip_01,,
0342,,23AEC61C80C16D7C,WeaponComponent_Blades_OnLaunch_Shield_Reinforce2,,
05EC,,23B8199CD407C9B4,KratosArmorChest_NifTankSet_Tier06_Reinforce1_NGP,,
017D,,23CD85B724DE4ECF,KratosShield_01,,
0675,,23D287FFCB336671,WeaponComponent_Blades_Muspelheim01_NGP,,
0209,,23D99E30CAE5761D,KratosArmorChest_DamageSet_Tier05,Pauldron of the True Warrior,
03FD,,247BF9392BBFA692,Axe_RageMode_Upgrade_R2,,
01EA,,2495E9D21C188A5F,KratosArmorLegs_TankSet_Tier04_Reinforce2,,
04F8,,24B980F10BC5F32D,Bestiary_Unlock_Draugr_Legs_Tip_01,,
0168,,24C9D206A8E79A41,FoothillsMarker,,
062D,,24F16CA904962E7F,Perk_Defense_OnBlock_ActiveAbsorb_NGP,,
0430,,2511CC5F445087C4,SonPerk_ShockArrow_SparkRate,,
0160,,2520E71A5BAF07F7,MasonDragon_Reveal,,
021F,,255ACDBC5295F2D7,KratosArmorWrist_DamageSet_Tier06_Reinforce1,,
0527,,25630D3F4E94EDB6,Bestiary_Unlock_Revenant_Ice,,
0262,,259382B983CE37AE,KratosArmorLegs_MspSpeedSet_Tier06,Blazing Magma War Belt,
002F,,260D1430A99EDA6B,EnhancedTravelerLoot_Tracker4,,
00EC,,26B67AD4903668FE,DisplayAlfheimCurvy,,
0689,,26FA272A8BF271FA,SkapSlag,,
00DC,,2709142D397F5788,DisplayShipSeaHorse,,
0159,,270A5CD13C2F1444,SonKnifeUnlock2,,
00C6,,27A60CE5EBFAE45B,DisplayNorseMaskStoneFace,,
0399,,27CEE7F371736FA3,RuneCreator_Unique_Valkyrie01,,
019E,,27D3C8424B312CAB,KratosArmorWrist_SpeedSet_Tier01_Reinforce_Reinforce1,,
0245,,27DCFB8D911D265A,KratosArmorChest_HuldraSindriSet_Tier06,Sindri’s Royal Dwarven Breastplate,
0456,,27E1353E674900C8,Tryptich_Thamur,,
041E,,2802D7CF94E2587D,Blades_Tier01_Melee_Evade_Forward,,
0369,,281282EECF295106,Perk_Throw_OnHeadshot_Cooldown_Reinforce2,,
0112,,28192404F466B97A,MuspBaseRecipes,,
04F4,,285A3018EE5FEFDB,Bestiary_Unlock_Draugr_Dual_Tip_01,,
03AD,,2876F00065A11AE2,RuneCreator_Unique_WeaponSpecial05,,
049A,,2898AE6BA3890DC9,LightOnesGone_Lore,,
